S6 Preheat,,
blank,"Date : 15/07/2021, 08:47:57",
"1,095.00",0.371,42.6
"1,096.00",0.372,42.5
"1,097.00",0.375,42.1
"1,098.00",0.375,42.2
"1,099.00",0.376,42
"1,100.00",0.295,50.7
,,
,,
S6 Irrad 1 7,,
S6 Irrad 1 7 1,"Date : 15/07/2021, 13:47:56",
Wavelength (nm),ABS,%T
190,2.242,0.6
191,2.324,0.5
192,2.432,0.4
193,2.472,0.3
194,2.488,0.3
195,2.531,0.3
196,2.576,0.3
197,2.642,0.2
198,2.662,0.2
199,2.687,0.2
200,2.685,0.2
201,2.698,0.2
202,2.755,0.2
203,2.77,0.2
204,2.801,0.2
205,2.803,0.2
206,2.833,0.1
207,2.86,0.1
208,2.861,0.1
209,2.863,0.1
210,2.868,0.1
211,2.872,0.1
212,2.855,0.1
213,2.888,0.1
214,2.894,0.1
215,3,0.1
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0
224,3,0.1
225,3,0.1
226,3,0.1
227,3,0.1
228,3,0.1
229,3,0.1
230,2.994,0.1
231,2.944,0.1
232,2.854,0.1
233,2.776,0.2
234,2.692,0.2
235,2.609,0.2
236,2.534,0.3
237,2.461,0.3
238,2.387,0.4
239,2.308,0.5
240,2.229,0.6
241,2.159,0.7
242,2.107,0.8
243,2.061,0.9
244,2.017,1
245,1.955,1.1
246,1.889,1.3
247,1.841,1.4
248,1.809,1.6
249,1.782,1.7
250,1.744,1.8
251,1.698,2
252,1.653,2.2
253,1.617,2.4
254,1.586,2.6
255,1.554,2.8
256,1.523,3
257,1.49,3.2
258,1.46,3.5
259,1.432,3.7
260,1.413,3.9
261,1.401,4
262,1.396,4
263,1.387,4.1
264,1.374,4.2
265,1.359,4.4
266,1.344,4.5
267,1.333,4.6
268,1.327,4.7
269,1.322,4.8
270,1.317,4.8
271,1.31,4.9
272,1.308,4.9
273,1.31,4.9
274,1.312,4.9
275,1.312,4.9
276,1.311,4.9
277,1.31,4.9
278,1.311,4.9
279,1.311,4.9
280,1.311,4.9
281,1.311,4.9
282,1.311,4.9
283,1.316,4.8
284,1.317,4.8
285,1.323,4.8
286,1.324,4.7
287,1.328,4.7
288,1.332,4.7
289,1.332,4.7
290,1.332,4.7
291,1.334,4.6
292,1.338,4.6
293,1.339,4.6
294,1.339,4.6
295,1.337,4.6
296,1.337,4.6
297,1.337,4.6
298,1.34,4.6
299,1.342,4.5
300,1.342,4.5
301,1.342,4.5
302,1.339,4.6
303,1.338,4.6
304,1.335,4.6
305,1.328,4.7
306,1.321,4.8
307,1.313,4.9
308,1.305,5
309,1.298,5
310,1.297,5
311,1.293,5.1
312,1.285,5.2
313,1.275,5.3
314,1.265,5.4
315,1.261,5.5
316,1.257,5.5
317,1.246,5.7
318,1.232,5.9
319,1.224,6
320,1.214,6.1
321,1.199,6.3
322,1.181,6.6
323,1.17,6.8
324,1.167,6.8
325,1.161,6.9
326,1.154,7
327,1.143,7.2
328,1.129,7.4
329,1.117,7.6
330,1.102,7.9
331,1.089,8.1
332,1.081,8.3
333,1.074,8.4
334,1.066,8.6
335,1.056,8.8
336,1.045,9
337,1.035,9.2
338,1.025,9.4
339,1.015,9.7
340,1.003,9.9
341,0.991,10.2
342,0.979,10.5
343,0.972,10.7
344,0.968,10.8
345,0.967,10.8
346,0.958,11
347,0.945,11.4
348,0.934,11.6
349,0.926,11.9
350,0.916,12.1
351,0.905,12.4
352,0.899,12.6
353,0.891,12.8
354,0.882,13.1
355,0.876,13.3
356,0.875,13.3
357,0.874,13.4
358,0.863,13.7
359,0.854,14
360,0.856,13.9
361,0.863,13.7
362,0.863,13.7
363,0.86,13.8
364,0.85,14.1
365,0.843,14.4
366,0.835,14.6
367,0.828,14.9
368,0.821,15.1
369,0.813,15.4
370,0.809,15.5
371,0.806,15.6
372,0.798,15.9
373,0.791,16.2
374,0.783,16.5
375,0.782,16.5
376,0.782,16.5
377,0.785,16.4
378,0.785,16.4
379,0.781,16.6
380,0.774,16.8
381,0.77,17
382,0.766,17.1
383,0.764,17.2
384,0.763,17.3
385,0.761,17.3
386,0.757,17.5
387,0.756,17.5
388,0.749,17.8
389,0.741,18.1
390,0.729,18.7
391,0.724,18.9
392,0.721,19
393,0.72,19.1
394,0.719,19.1
395,0.715,19.3
396,0.712,19.4
397,0.708,19.6
398,0.705,19.7
399,0.701,19.9
400,0.698,20
401,0.695,20.2
402,0.692,20.3
403,0.69,20.4
404,0.69,20.4
405,0.69,20.4
406,0.689,20.5
407,0.686,20.6
408,0.681,20.9
409,0.678,21
410,0.678,21
411,0.676,21.1
412,0.672,21.3
413,0.67,21.4
414,0.668,21.5
415,0.666,21.6
416,0.663,21.7
417,0.66,21.9
418,0.657,22.1
419,0.654,22.2
420,0.652,22.3
421,0.652,22.3
422,0.652,22.3
423,0.651,22.4
424,0.649,22.5
425,0.648,22.5
426,0.648,22.5
427,0.647,22.6
428,0.646,22.6
429,0.644,22.7
430,0.641,22.9
431,0.638,23
432,0.636,23.1
433,0.636,23.1
434,0.633,23.3
435,0.632,23.3
436,0.629,23.5
437,0.627,23.6
438,0.624,23.7
439,0.623,23.8
440,0.621,23.9
441,0.619,24
442,0.619,24
443,0.618,24.1
444,0.616,24.2
445,0.613,24.4
446,0.611,24.5
447,0.61,24.6
448,0.61,24.6
449,0.608,24.7
450,0.607,24.7
451,0.605,24.8
452,0.604,24.9
453,0.603,25
454,0.601,25
455,0.599,25.2
456,0.596,25.3
457,0.593,25.5
458,0.59,25.7
459,0.588,25.8
460,0.588,25.8
461,0.589,25.8
462,0.589,25.8
463,0.587,25.9
464,0.584,26.1
465,0.583,26.1
466,0.582,26.2
467,0.58,26.3
468,0.579,26.4
469,0.579,26.4
470,0.576,26.6
471,0.574,26.6
472,0.572,26.8
473,0.57,26.9
474,0.569,27
475,0.567,27.1
476,0.565,27.2
477,0.563,27.4
478,0.56,27.5
479,0.557,27.7
480,0.552,28.1
481,0.547,28.4
482,0.541,28.8
483,0.54,28.8
484,0.545,28.5
485,0.548,28.3
486,0.546,28.5
487,0.545,28.5
488,0.545,28.5
489,0.544,28.6
490,0.54,28.9
491,0.538,29
492,0.54,28.8
493,0.54,28.9
494,0.537,29
495,0.534,29.2
496,0.532,29.4
497,0.531,29.4
498,0.53,29.5
499,0.53,29.5
500,0.528,29.6
501,0.526,29.8
502,0.523,30
503,0.521,30.1
504,0.519,30.3
505,0.518,30.3
506,0.515,30.5
507,0.513,30.7
508,0.511,30.8
509,0.51,30.9
510,0.509,31
511,0.507,31.1
512,0.507,31.1
513,0.506,31.2
514,0.505,31.3
515,0.502,31.5
516,0.499,31.7
517,0.498,31.8
518,0.499,31.7
519,0.499,31.7
520,0.498,31.8
521,0.494,32
522,0.491,32.3
523,0.488,32.5
524,0.487,32.6
525,0.484,32.8
526,0.483,32.9
527,0.485,32.8
528,0.49,32.3
529,0.491,32.3
530,0.487,32.6
531,0.485,32.8
532,0.485,32.8
533,0.485,32.7
534,0.484,32.8
535,0.482,33
536,0.482,33
537,0.48,33.1
538,0.475,33.5
539,0.47,33.8
540,0.47,33.9
541,0.474,33.5
542,0.478,33.3
543,0.478,33.3
544,0.476,33.4
545,0.473,33.6
546,0.473,33.6
547,0.474,33.6
548,0.474,33.6
549,0.472,33.7
550,0.469,34
551,0.467,34.1
552,0.467,34.1
553,0.468,34.1
554,0.468,34.1
555,0.467,34.2
556,0.464,34.3
557,0.463,34.4
558,0.462,34.5
559,0.462,34.5
560,0.458,34.8
561,0.456,35
562,0.453,35.2
563,0.452,35.3
564,0.451,35.4
565,0.452,35.3
566,0.452,35.3
567,0.452,35.3
568,0.452,35.3
569,0.45,35.5
570,0.45,35.5
571,0.45,35.5
572,0.451,35.4
573,0.45,35.4
574,0.451,35.4
575,0.451,35.4
576,0.452,35.3
577,0.453,35.2
578,0.453,35.2
579,0.452,35.3
580,0.451,35.4
581,0.451,35.4
582,0.451,35.4
583,0.45,35.5
584,0.449,35.5
585,0.449,35.6
586,0.449,35.6
587,0.449,35.6
588,0.448,35.6
589,0.448,35.6
590,0.448,35.6
591,0.448,35.6
592,0.447,35.7
593,0.446,35.8
594,0.446,35.8
595,0.446,35.8
596,0.448,35.7
597,0.449,35.5
598,0.451,35.4
599,0.448,35.7
600,0.447,35.7
601,0.445,35.9
602,0.445,35.9
603,0.444,35.9
604,0.445,35.9
605,0.448,35.6
606,0.449,35.5
607,0.449,35.6
608,0.448,35.6
609,0.449,35.6
610,0.45,35.5
611,0.45,35.4
612,0.45,35.4
613,0.45,35.5
614,0.45,35.5
615,0.449,35.6
616,0.449,35.6
617,0.448,35.6
618,0.448,35.6
619,0.448,35.6
620,0.448,35.6
621,0.448,35.6
622,0.448,35.7
623,0.447,35.8
624,0.447,35.8
625,0.446,35.8
626,0.447,35.7
627,0.447,35.7
628,0.449,35.6
629,0.449,35.6
630,0.449,35.6
631,0.448,35.6
632,0.447,35.7
633,0.447,35.7
634,0.447,35.7
635,0.448,35.7
636,0.448,35.7
637,0.448,35.7
638,0.448,35.6
639,0.448,35.6
640,0.448,35.6
641,0.448,35.7
642,0.447,35.7
643,0.447,35.7
644,0.447,35.7
645,0.447,35.8
646,0.446,35.8
647,0.445,35.9
648,0.445,35.9
649,0.445,35.9
650,0.445,35.9
651,0.445,35.9
652,0.445,35.9
653,0.445,35.9
654,0.444,35.9
655,0.444,36
656,0.443,36
657,0.441,36.2
658,0.441,36.3
659,0.441,36.3
660,0.442,36.2
661,0.443,36.1
662,0.443,36
663,0.443,36.1
664,0.442,36.1
665,0.442,36.2
666,0.44,36.3
667,0.439,36.4
668,0.439,36.4
669,0.439,36.4
670,0.438,36.4
671,0.438,36.5
672,0.437,36.5
673,0.437,36.6
674,0.437,36.6
675,0.435,36.7
676,0.435,36.7
677,0.434,36.8
678,0.432,37
679,0.431,37.1
680,0.431,37.1
681,0.431,37.1
682,0.431,37.1
683,0.431,37.1
684,0.431,37.1
685,0.43,37.1
686,0.43,37.2
687,0.428,37.3
688,0.427,37.4
689,0.426,37.5
690,0.426,37.5
691,0.425,37.5
692,0.424,37.6
693,0.423,37.8
694,0.422,37.8
695,0.421,37.9
696,0.418,38.2
697,0.418,38.2
698,0.418,38.2
699,0.418,38.2
700,0.419,38.1
701,0.419,38.1
702,0.419,38.1
703,0.417,38.3
704,0.417,38.3
705,0.415,38.5
706,0.414,38.5
707,0.414,38.6
708,0.412,38.7
709,0.411,38.8
710,0.409,39
711,0.409,39
712,0.408,39.1
713,0.406,39.2
714,0.405,39.4
715,0.404,39.4
716,0.405,39.4
717,0.404,39.4
718,0.404,39.4
719,0.404,39.4
720,0.403,39.6
721,0.402,39.6
722,0.401,39.7
723,0.4,39.8
724,0.399,39.9
725,0.398,39.9
726,0.397,40.1
727,0.397,40.1
728,0.395,40.2
729,0.395,40.2
730,0.395,40.3
731,0.395,40.3
732,0.394,40.4
733,0.392,40.6
734,0.392,40.6
735,0.392,40.6
736,0.391,40.6
737,0.389,40.9
738,0.387,41
739,0.386,41.1
740,0.382,41.5
741,0.382,41.5
742,0.381,41.6
743,0.381,41.6
744,0.379,41.8
745,0.378,41.8
746,0.377,42
747,0.376,42.1
748,0.375,42.1
749,0.374,42.2
750,0.374,42.2
751,0.373,42.4
752,0.372,42.5
753,0.372,42.5
754,0.372,42.5
755,0.372,42.5
756,0.371,42.5
757,0.37,42.6
758,0.37,42.7
759,0.368,42.8
760,0.367,43
761,0.366,43
762,0.364,43.2
763,0.361,43.5
764,0.36,43.6
765,0.36,43.6
766,0.36,43.6
767,0.36,43.6
768,0.359,43.7
769,0.359,43.7
770,0.359,43.7
771,0.358,43.8
772,0.358,43.9
773,0.358,43.9
774,0.357,43.9
775,0.356,44
776,0.356,44.1
777,0.356,44.1
778,0.355,44.1
779,0.353,44.4
780,0.353,44.3
781,0.35,44.7
782,0.35,44.7
783,0.347,45
784,0.347,45
785,0.346,45.1
786,0.344,45.2
787,0.343,45.4
788,0.342,45.5
789,0.342,45.5
790,0.342,45.5
791,0.342,45.5
792,0.341,45.7
793,0.341,45.6
794,0.341,45.6
795,0.34,45.7
796,0.34,45.7
797,0.34,45.7
798,0.34,45.7
799,0.338,45.9
800,0.337,46.1
801,0.334,46.3
802,0.334,46.4
803,0.332,46.6
804,0.331,46.7
805,0.329,46.8
806,0.327,47.1
807,0.326,47.2
808,0.326,47.2
809,0.324,47.4
810,0.324,47.4
811,0.324,47.4
812,0.322,47.7
813,0.321,47.7
814,0.321,47.8
815,0.32,47.9
816,0.32,47.9
817,0.319,47.9
818,0.318,48.1
819,0.317,48.2
820,0.316,48.3
821,0.312,48.7
822,0.304,49.6
823,0.301,50
824,0.301,50
825,0.31,49
826,0.311,48.9
827,0.31,48.9
828,0.31,49
829,0.31,49
830,0.312,48.7
831,0.313,48.7
832,0.313,48.7
833,0.311,48.9
834,0.306,49.4
835,0.305,49.6
836,0.307,49.3
837,0.309,49.1
838,0.309,49.1
839,0.309,49.1
840,0.309,49.1
841,0.309,49.1
842,0.308,49.2
843,0.308,49.2
844,0.308,49.2
845,0.307,49.3
846,0.307,49.3
847,0.307,49.3
848,0.307,49.4
849,0.305,49.5
850,0.304,49.6
851,0.303,49.8
852,0.303,49.7
853,0.304,49.7
854,0.304,49.7
855,0.303,49.8
856,0.303,49.8
857,0.303,49.7
858,0.304,49.7
859,0.302,49.9
860,0.302,49.9
861,0.297,50.4
862,0.298,50.4
863,0.297,50.5
864,0.296,50.6
865,0.295,50.7
866,0.295,50.6
867,0.295,50.6
868,0.295,50.7
869,0.295,50.7
870,0.294,50.8
871,0.294,50.8
872,0.293,51
873,0.293,51
874,0.293,51
875,0.292,51
876,0.291,51.1
877,0.291,51.2
878,0.289,51.4
879,0.289,51.4
880,0.287,51.6
881,0.282,52.3
882,0.277,52.8
883,0.275,53.1
884,0.279,52.6
885,0.284,52
886,0.284,52
887,0.284,52
888,0.284,52
889,0.284,52
890,0.284,52
891,0.284,52
892,0.284,52
893,0.284,52.1
894,0.284,52
895,0.281,52.3
896,0.278,52.8
897,0.278,52.8
898,0.28,52.5
899,0.28,52.5
900,0.281,52.4
901,0.28,52.4
902,0.28,52.4
903,0.28,52.4
904,0.278,52.7
905,0.275,53.1
906,0.277,52.9
907,0.279,52.6
908,0.279,52.6
909,0.279,52.6
910,0.279,52.6
911,0.279,52.6
912,0.279,52.6
913,0.279,52.7
914,0.278,52.8
915,0.276,52.9
916,0.27,53.7
917,0.27,53.7
918,0.272,53.4
919,0.275,53.1
920,0.273,53.3
921,0.272,53.4
922,0.272,53.4
923,0.272,53.4
924,0.273,53.3
925,0.275,53.1
926,0.275,53.1
927,0.275,53.1
928,0.275,53.1
929,0.276,53
930,0.275,53
931,0.275,53.1
932,0.275,53.1
933,0.275,53.1
934,0.275,53.1
935,0.274,53.2
936,0.273,53.3
937,0.272,53.5
938,0.27,53.7
939,0.27,53.7
940,0.27,53.7
941,0.27,53.7
942,0.27,53.7
943,0.27,53.7
944,0.269,53.8
945,0.269,53.8
946,0.27,53.8
947,0.269,53.8
948,0.269,53.8
949,0.269,53.8
950,0.28,52.5
951,0.287,51.6
952,0.288,51.5
953,0.289,51.4
954,0.29,51.2
955,0.294,50.9
956,0.297,50.4
957,0.299,50.2
958,0.302,49.9
959,0.305,49.5
960,0.306,49.4
961,0.307,49.3
962,0.308,49.2
963,0.309,49.1
964,0.309,49
965,0.31,48.9
966,0.312,48.7
967,0.316,48.4
968,0.319,48
969,0.322,47.6
970,0.325,47.4
971,0.325,47.3
972,0.325,47.3
973,0.323,47.5
974,0.322,47.6
975,0.32,47.9
976,0.319,48
977,0.318,48.1
978,0.317,48.2
979,0.314,48.6
980,0.294,50.8
981,0.291,51.2
982,0.285,51.9
983,0.285,51.9
984,0.286,51.7
985,0.292,51
986,0.299,50.2
987,0.307,49.3
988,0.313,48.6
989,0.314,48.5
990,0.313,48.6
991,0.312,48.7
992,0.311,48.9
993,0.298,50.3
994,0.293,51
995,0.29,51.3
996,0.289,51.4
997,0.289,51.4
998,0.288,51.5
999,0.286,51.7
"1,000.00",0.289,51.4
"1,001.00",0.292,51
"1,002.00",0.295,50.7
"1,003.00",0.297,50.5
"1,004.00",0.298,50.3
"1,005.00",0.298,50.4
"1,006.00",0.298,50.4
"1,007.00",0.298,50.4
"1,008.00",0.298,50.4
"1,009.00",0.298,50.4
"1,010.00",0.298,50.4
"1,011.00",0.297,50.4
"1,012.00",0.297,50.4
"1,013.00",0.297,50.5
"1,014.00",0.296,50.6
"1,015.00",0.295,50.7
"1,016.00",0.294,50.8
"1,017.00",0.294,50.8
"1,018.00",0.294,50.8
"1,019.00",0.295,50.8
"1,020.00",0.296,50.6
"1,021.00",0.299,50.3
"1,022.00",0.301,50
"1,023.00",0.302,49.9
"1,024.00",0.305,49.5
"1,025.00",0.306,49.5
"1,026.00",0.306,49.4
"1,027.00",0.312,48.8
"1,028.00",0.314,48.6
"1,029.00",0.314,48.6
"1,030.00",0.314,48.5
"1,031.00",0.313,48.7
"1,032.00",0.313,48.6
"1,033.00",0.313,48.6
"1,034.00",0.314,48.6
"1,035.00",0.315,48.5
"1,036.00",0.319,48
"1,037.00",0.323,47.5
"1,038.00",0.324,47.4
"1,039.00",0.329,46.9
"1,040.00",0.331,46.7
"1,041.00",0.331,46.7
"1,042.00",0.332,46.6
"1,043.00",0.332,46.6
"1,044.00",0.333,46.5
"1,045.00",0.333,46.5
"1,046.00",0.334,46.3
"1,047.00",0.334,46.3
"1,048.00",0.335,46.2
"1,049.00",0.335,46.2
"1,050.00",0.335,46.2
"1,051.00",0.335,46.3
"1,052.00",0.334,46.3
"1,053.00",0.335,46.2
"1,054.00",0.335,46.2
"1,055.00",0.336,46.1
"1,056.00",0.338,45.9
"1,057.00",0.341,45.6
"1,058.00",0.353,44.4
"1,059.00",0.356,44.1
"1,060.00",0.364,43.2
"1,061.00",0.369,42.7
"1,062.00",0.371,42.5
"1,063.00",0.369,42.8
"1,064.00",0.369,42.8
"1,065.00",0.369,42.8
"1,066.00",0.369,42.8
"1,067.00",0.369,42.7
"1,068.00",0.372,42.5
"1,069.00",0.372,42.5
"1,070.00",0.372,42.5
"1,071.00",0.372,42.5
"1,072.00",0.375,42.2
"1,073.00",0.377,42
"1,074.00",0.378,41.9
"1,075.00",0.379,41.8
"1,076.00",0.381,41.6
"1,077.00",0.382,41.5
"1,078.00",0.385,41.2
"1,079.00",0.385,41.2
"1,080.00",0.385,41.2
"1,081.00",0.385,41.2
"1,082.00",0.385,41.2
"1,083.00",0.387,41
"1,084.00",0.387,41
"1,085.00",0.386,41.1
"1,086.00",0.379,41.8
"1,087.00",0.378,41.8
"1,088.00",0.38,41.7
"1,089.00",0.393,40.4
"1,090.00",0.394,40.4
"1,091.00",0.397,40.1
"1,092.00",0.388,40.9
"1,093.00",0.388,40.9
"1,094.00",0.388,40.9
"1,095.00",0.397,40.1
"1,096.00",0.401,39.7
"1,097.00",0.402,39.6
"1,098.00",0.403,39.6
"1,099.00",0.413,38.6
"1,100.00",0.341,45.6
,,
,,
S6 Irrad 1 7,,
S6 Irrad 1 7 2,"Date : 15/07/2021, 13:49:04",
Wavelength (nm),ABS,%T
190,2.28,0.5
191,2.342,0.5
192,2.365,0.4
193,2.432,0.4
194,2.521,0.3
195,2.558,0.3
196,2.617,0.2
197,2.623,0.2
198,2.643,0.2
199,2.652,0.2
200,2.693,0.2
201,2.697,0.2
202,2.716,0.2
203,2.734,0.2
204,2.753,0.2
205,2.783,0.2
206,2.802,0.2
207,2.841,0.1
208,2.843,0.1
209,2.844,0.1
210,2.846,0.1
211,2.879,0.1
212,2.907,0.1
213,2.92,0.1
214,2.928,0.1
215,3,0.1
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0
224,3,0.1
225,3,0.1
226,3,0.1
227,3,0.1
228,3,0.1
229,3,0.1
230,2.986,0.1
231,2.916,0.1
232,2.831,0.1
233,2.746,0.2
234,2.663,0.2
235,2.586,0.3
236,2.512,0.3
237,2.442,0.4
238,2.369,0.4
239,2.293,0.5
240,2.217,0.6
241,2.147,0.7
242,2.093,0.8
243,2.048,0.9
244,2.003,1
245,1.944,1.1
246,1.879,1.3
247,1.833,1.5
248,1.801,1.6
249,1.771,1.7
250,1.734,1.8
251,1.687,2.1
252,1.645,2.3
253,1.608,2.5
254,1.577,2.7
255,1.547,2.8
256,1.516,3
257,1.483,3.3
258,1.453,3.5
259,1.425,3.8
260,1.407,3.9
261,1.394,4
262,1.39,4.1
263,1.381,4.2
264,1.368,4.3
265,1.354,4.4
266,1.34,4.6
267,1.329,4.7
268,1.323,4.8
269,1.318,4.8
270,1.313,4.9
271,1.306,4.9
272,1.304,5
273,1.306,4.9
274,1.308,4.9
275,1.309,4.9
276,1.309,4.9
277,1.308,4.9
278,1.309,4.9
279,1.309,4.9
280,1.309,4.9
281,1.31,4.9
282,1.311,4.9
283,1.314,4.9
284,1.318,4.8
285,1.318,4.8
286,1.32,4.8
287,1.325,4.7
288,1.328,4.7
289,1.329,4.7
290,1.329,4.7
291,1.331,4.7
292,1.335,4.6
293,1.336,4.6
294,1.335,4.6
295,1.335,4.6
296,1.335,4.6
297,1.336,4.6
298,1.336,4.6
299,1.34,4.6
300,1.341,4.6
301,1.338,4.6
302,1.335,4.6
303,1.335,4.6
304,1.331,4.7
305,1.326,4.7
306,1.319,4.8
307,1.31,4.9
308,1.301,5
309,1.295,5.1
310,1.293,5.1
311,1.287,5.2
312,1.28,5.2
313,1.269,5.4
314,1.26,5.5
315,1.256,5.5
316,1.253,5.6
317,1.241,5.7
318,1.227,5.9
319,1.219,6
320,1.21,6.2
321,1.194,6.4
322,1.177,6.7
323,1.166,6.8
324,1.161,6.9
325,1.156,7
326,1.148,7.1
327,1.136,7.3
328,1.123,7.5
329,1.11,7.8
330,1.097,8
331,1.084,8.2
332,1.076,8.4
333,1.069,8.5
334,1.063,8.7
335,1.051,8.9
336,1.039,9.1
337,1.029,9.3
338,1.02,9.6
339,1.009,9.8
340,0.997,10.1
341,0.985,10.4
342,0.973,10.6
343,0.966,10.8
344,0.964,10.9
345,0.96,11
346,0.952,11.2
347,0.94,11.5
348,0.93,11.8
349,0.921,12
350,0.912,12.3
351,0.902,12.5
352,0.894,12.8
353,0.886,13
354,0.882,13.1
355,0.872,13.4
356,0.872,13.4
357,0.866,13.6
358,0.858,13.9
359,0.851,14.1
360,0.851,14.1
361,0.858,13.9
362,0.858,13.9
363,0.856,13.9
364,0.845,14.3
365,0.837,14.6
366,0.83,14.8
367,0.824,15
368,0.817,15.2
369,0.81,15.5
370,0.805,15.7
371,0.801,15.8
372,0.794,16.1
373,0.787,16.3
374,0.781,16.6
375,0.779,16.6
376,0.779,16.6
377,0.785,16.4
378,0.785,16.4
379,0.779,16.6
380,0.772,16.9
381,0.766,17.1
382,0.763,17.3
383,0.762,17.3
384,0.758,17.4
385,0.756,17.5
386,0.755,17.6
387,0.753,17.7
388,0.749,17.8
389,0.741,18.2
390,0.729,18.7
391,0.724,18.9
392,0.721,19
393,0.719,19.1
394,0.718,19.1
395,0.713,19.3
396,0.709,19.5
397,0.708,19.6
398,0.704,19.8
399,0.7,19.9
400,0.697,20.1
401,0.692,20.3
402,0.69,20.4
403,0.689,20.5
404,0.689,20.5
405,0.689,20.5
406,0.687,20.6
407,0.683,20.7
408,0.679,20.9
409,0.677,21
410,0.676,21.1
411,0.675,21.1
412,0.671,21.3
413,0.669,21.4
414,0.667,21.5
415,0.663,21.7
416,0.661,21.8
417,0.658,22
418,0.656,22.1
419,0.653,22.2
420,0.652,22.3
421,0.652,22.3
422,0.652,22.3
423,0.649,22.4
424,0.648,22.5
425,0.648,22.5
426,0.648,22.5
427,0.647,22.6
428,0.644,22.7
429,0.643,22.7
430,0.641,22.9
431,0.638,23
432,0.636,23.1
433,0.634,23.2
434,0.633,23.3
435,0.631,23.4
436,0.629,23.5
437,0.627,23.6
438,0.624,23.8
439,0.622,23.9
440,0.62,24
441,0.62,24
442,0.619,24
443,0.618,24.1
444,0.616,24.2
445,0.614,24.3
446,0.611,24.5
447,0.61,24.6
448,0.61,24.6
449,0.608,24.7
450,0.606,24.7
451,0.606,24.8
452,0.604,24.9
453,0.603,24.9
454,0.602,25
455,0.598,25.2
456,0.598,25.3
457,0.594,25.5
458,0.59,25.7
459,0.589,25.8
460,0.589,25.8
461,0.589,25.7
462,0.589,25.8
463,0.588,25.8
464,0.586,25.9
465,0.585,26
466,0.582,26.2
467,0.58,26.3
468,0.58,26.3
469,0.579,26.4
470,0.578,26.4
471,0.574,26.6
472,0.574,26.7
473,0.572,26.8
474,0.569,26.9
475,0.567,27.1
476,0.565,27.2
477,0.563,27.4
478,0.56,27.5
479,0.558,27.7
480,0.553,28
481,0.547,28.4
482,0.541,28.8
483,0.54,28.8
484,0.546,28.5
485,0.549,28.3
486,0.547,28.4
487,0.546,28.5
488,0.546,28.5
489,0.544,28.5
490,0.54,28.8
491,0.538,28.9
492,0.54,28.8
493,0.54,28.8
494,0.538,29
495,0.533,29.3
496,0.531,29.4
497,0.531,29.4
498,0.531,29.4
499,0.53,29.5
500,0.529,29.6
501,0.527,29.7
502,0.524,29.9
503,0.522,30
504,0.521,30.1
505,0.519,30.3
506,0.516,30.5
507,0.514,30.6
508,0.512,30.8
509,0.511,30.8
510,0.51,30.9
511,0.508,31
512,0.508,31
513,0.508,31.1
514,0.506,31.2
515,0.502,31.5
516,0.498,31.7
517,0.498,31.8
518,0.499,31.7
519,0.5,31.6
520,0.5,31.6
521,0.496,31.9
522,0.493,32.1
523,0.49,32.4
524,0.487,32.6
525,0.486,32.7
526,0.484,32.8
527,0.485,32.7
528,0.49,32.3
529,0.492,32.2
530,0.488,32.5
531,0.486,32.7
532,0.486,32.7
533,0.486,32.7
534,0.486,32.7
535,0.484,32.8
536,0.483,32.9
537,0.481,33
538,0.476,33.4
539,0.472,33.7
540,0.473,33.6
541,0.478,33.3
542,0.479,33.2
543,0.479,33.2
544,0.478,33.3
545,0.475,33.5
546,0.475,33.5
547,0.476,33.4
548,0.476,33.5
549,0.474,33.6
550,0.471,33.8
551,0.47,33.9
552,0.469,34
553,0.469,34
554,0.469,34
555,0.468,34
556,0.466,34.2
557,0.465,34.2
558,0.463,34.4
559,0.462,34.5
560,0.458,34.8
561,0.454,35.1
562,0.453,35.2
563,0.451,35.4
564,0.451,35.4
565,0.451,35.4
566,0.452,35.3
567,0.452,35.3
568,0.451,35.4
569,0.449,35.6
570,0.448,35.6
571,0.448,35.6
572,0.45,35.5
573,0.45,35.5
574,0.45,35.4
575,0.451,35.4
576,0.452,35.3
577,0.452,35.4
578,0.451,35.4
579,0.451,35.4
580,0.45,35.4
581,0.45,35.5
582,0.45,35.5
583,0.449,35.6
584,0.448,35.7
585,0.447,35.7
586,0.447,35.7
587,0.446,35.8
588,0.446,35.8
589,0.447,35.8
590,0.447,35.7
591,0.447,35.7
592,0.446,35.8
593,0.445,35.9
594,0.443,36
595,0.443,36
596,0.445,35.9
597,0.446,35.8
598,0.447,35.7
599,0.447,35.7
600,0.446,35.8
601,0.444,36
602,0.443,36.1
603,0.443,36.1
604,0.444,36
605,0.447,35.8
606,0.447,35.7
607,0.446,35.8
608,0.445,35.9
609,0.445,35.9
610,0.446,35.8
611,0.447,35.7
612,0.447,35.7
613,0.447,35.7
614,0.447,35.7
615,0.446,35.8
616,0.446,35.8
617,0.446,35.8
618,0.446,35.8
619,0.446,35.8
620,0.446,35.8
621,0.446,35.8
622,0.445,35.9
623,0.444,36
624,0.443,36
625,0.443,36.1
626,0.443,36.1
627,0.444,36
628,0.445,35.9
629,0.446,35.8
630,0.446,35.8
631,0.445,35.9
632,0.444,36
633,0.444,36
634,0.444,36
